NAME,H1r_4861A,H1r_6563A,O3_4363A,O3_5007A,S2_6716A,S2_6731A,O2_3726A,H1r_4861Ae,H1r_6563Ae,O3_4363Ae,O3_5007Ae,S2_6716Ae,S2_6731Ae,O2_3726Ae
2MASSXJ22532475-2,19.87568612750405,85.12507670015242,2.0278464392800903,12.840601396612074,36.40813578423962,25.88346976115002,34.78561854047545,0.4640202343162945,0.32840360805737023,0.638019159158556,0.4733436930969013,0.4511716026006088,0.4199884744509416,0.934930980116998
2MASSXJ22532475-4,12.21621915015986,42.82185810236243,1.1739619582460852,4.427141124620731,11.614653535817801,8.101310937093215,16.754788215247544,0.19965583592113487,0.18879406026589216,0.3839769027617527,0.19273677892496394,0.2150812974480253,0.22083830151112774,0.6991662221273764
2MASXJ15024995+4847010-2,10.092876037593086,29.860216252647017,1.895050133784752,5.072954672363896,11.667929433683796,9.602557260252327,14.961349933961987,0.2797884018996394,0.33750305161474736,0.4745872394914785,0.2389373742714564,0.2615913026922868,0.26361424492801794,1.0967517235893016
2MASXJ15024995+4847010-3,5.8306217223560655,19.285011096249303,1.9913610873589105,3.6670642655919856,6.830540478104727,6.2585670356670295,6.833448378290958,0.26008706672036,0.16069926154794398,0.4951207309312942,0.2364357252994502,0.21747000643066006,0.2332391949285393,1.1387640095906653
2MASXJ15024995+4847010-4,4.408882966149269,16.328987152354692,1.1301159251115958,2.86051319854847,4.7854887167739015,4.992120532733044,5.622338992535392,0.2127172127619877,0.13557026322265295,0.3192905977284,0.1908159240813992,0.18430710805905848,0.18742878835322227,1.1428617865059365
Arp141_b-7,11.784404386609877,33.49812804186349,1.2993040074231226,12.572148538174119,8.20206093669816,6.394690916828238,74.44609709852747,0.19685873584456945,0.1870389617052061,0.40627194568847297,0.2711400170260524,0.16978841188549282,0.20282775771630526,1.1268323656738348
Arp141_b-19,2.6209603207570877,11.967744643647436,1.6486618578489152,2.4487874832695744,5.233636014402647,4.527932050002497,12.30283655803145,0.16980207648240944,0.1751654832825183,0.3502868842577396,0.1942203447221197,0.14519693768605982,0.18124482475323286,0.9124609084689356
Arp141_b-21,2.9334671514253845,9.519834511695548,2.222193184118761,1.759564184026294,2.4373256769750804,2.8974380348322435,6.362160662110963,0.17425654866009896,0.14200186262246528,0.3647757351948943,0.1536769883147709,0.16663847108772825,0.1951814219144514,1.2579088955506623
Arp141-20,4.106671107980308,15.041162429017026,2.111101170294148,2.717404849666773,3.72209873611925,3.8901354155742114,6.537858740740665,0.17213202249550086,0.15189593310732982,0.37466071715841853,0.16328169050037614,0.14601391233921795,0.169429109195287,1.2839764475601103
Arp143-3,158.9263350357723,442.636696720146,3.405651669042149,136.44201834124814,84.75053657062878,80.94567305153551,387.8700414589707,0.3224939120220561,0.3283653305335805,0.528336846313737,1.8287729684842655,0.23668207069908445,0.3305084353024053,3.0821134952212232
